,,Compound,,,,,,,,,,,Accesories,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x10,95x10,,,,30x10,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,145x7,95x10,,,,30x10,,,,,,,,,,,,,,,,,,,,
4,,245x6,,,,145x6,95x10,,,,30x10,,,,,,,,,,,,,,,,,,,,
5,,275x3,,,,95x15,,,,,,,,,,,,,,,,,,,,,,,,,
6,,185x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2023,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,95x10,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x10,95x10,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,145x7,95x10,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x7,,,,145x7,95x10,,,,,,,,,,,,,,,,,,,,,,,,
5,,275x3,,,,95x15,,,,,,,,,,,,,,,,,,,,,,,,,
6,,185x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2023,147.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x8,,,,,32.5x10,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x8,,,,,32.5x10,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,145x7,,,,,32.5x10,,,,,,,,,,,,,,,,,,,,
4,,245x7,,,,145x7,,,,,32.5x10,,,,,,,,,,,,,,,,,,,,
5,,275x4,,,,145x7,,,,,,,,,,,,,,,,,,,,,,,,,
6,,185x6,,,,95x15,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2023,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x8,,,,,32.5x10,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x8,,,,,32.5x10,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,145x7,,,,,32.5x10,,,,,,,,,,,,,,,,,,,,
4,,245x7,,,,145x7,,,,,32.5x10,,,,,,,,,,,,,,,,,,,,
5,,275x3,,,,145x7,,,,,,,,,,,,,,,,,,,,,,,,,
6,,185x6,,,,95x15,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2023,148.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x8,,,,,32.5x12,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x8,,,,,32.5x12,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,145x7,,,,,32.5x10,,,,,,,,,,,,,,,,,,,,
4,,245x6,,,,145x7,,,,,32.5x10,,,,,,,,,,,,,,,,,,,,
5,,245x6,,,,145x4,,,,,,,,,,,,,,,,,,,,,,,,,
6,,135x6,,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2023,148.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,275x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,185x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2023,148.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x8,,,,,,,,,,,,,,,,85x10,,,,,,,,,
2,,185x8,,,,135x8,,,,,,,,,,,,,,,,100x8,,,,,,,,,
3,,225x8,,,,145x7,,,,,,,,,,,,,,,,85x10,,,,,,,,,
4,,245x7,,,,145x7,,,,,,,,,,,,,,,,100x8,,,,,,,,,
5,,275x4,,,,145x7,,,,,,,,,,,,,,,,,,,,,,,,,
6,,185x6,,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2023,149.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,65x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,85x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x5,85x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,245x5,45x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2023,149.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,115x8,95x10,,,,30x12,,,,50x10,,,,,,,,17.5x10,,,,,,,,
2,,,,,,135x7,95x10,,,,30x12,,,,50x10,,,,,,,,17.5x10,,,,,,,,
3,,,,,,135x5,95x10,,,,30x12,,,,50x6,,,,,,,,12.5x10,,,,,,,,
4,,,,,,115x8,,,,,30x12,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,95x15,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2023,149.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x8,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x6,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
5,,225x8,,,,95x15,,,,,,,,,,,,,,,,,,,,,,,,,
6,,185x8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2023,150.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x12,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,115x8,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,135x7,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x4,,,,145x5,,,,,,,,,,,,,,,,,,,,,,,,,
5,,225x6,,,,135x7,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,150.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,145x6,,,,,,,,,,,,,,,,,,,,,,,,,
4,,225x8,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
5,,225x8,,,,115x12,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,151.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,,,,,,30x10,70x10,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,,,,,,30x10,80x10,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,,,,,,20x12,90x10,,,,,,,,,,,,,,,,,,,
4,,245x4,,,,,,,,,20x12,100x10,,,,,,,,,,,,,,,,,,,
5,,245x4,,,,,,,,,,100x10,,,,,,,,,,,,,,,,,,,
6,,225x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,151.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x10,,,,,,,,,50x10,,,,,,,,15x10,,,,,,,,
2,,185x8,,,,135x10,,,,,,,,,50x10,,,,,,,,15x10,,,,,,,,
3,,225x8,,,,145x6,,,,,,,,,50x10,,,,,,,,15x10,,,,,,,,
4,,245x6,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
5,,275x2,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,225x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,151.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x12,,,115x10,,,,,,,,,,,,,,,,,20x12,,,,,,,,
2,,185x8,45x12,,,115x10,,,,,,,,,,,,,,,,,20x12,,,,,,,,
3,,225x8,45x12,,,135x10,,,,,,,,,,,,,,,,,15x15,,,,,,,,
4,,245x6,,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
5,,275x2,,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,151.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,145x6,,,,,,,,,,,,,,,,,,,,,,,,,
4,,245x4,,,,155x4,,,,,,,,,,,,,,,,,,,,,,,,,
5,,245x5,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x10,,,65x10,,,,70x10,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x10,,,85x8,,,,80x10,,,,,,,,,,,,,,,,,,
3,,225x8,,,,145x7,,,105x6,,,,90x8,,,,,,,,,,,,,,,,,,
4,,245x6,,,,155x4,,,85x10,,,,100x5,,,,,,,,,,,,,,,,,,
5,,275x4,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,,,,95x8,,,60x15,,,,,,,,,,,,,,,,,,,
2,,225x8,,,,,,,95x8,,,80x12,,,,,,,,,,,,,,,,,,,
3,,245x6,,,,,,,105x7,,,90x10,,,,,,,,,,,,,,,,,,,
4,,275x3,,,,,,,105x7,,,100x9,,,,,,,,,,,,,,,,,,,
5,,275x3,,,,,,,95x8,,,100x10,,,,,,,,,,,,,,,,,,,
6,,225x5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x10,,,95x8,,,,70x10,,,,,,,,,,,,,,,,,,
2,,225x7,,,,135x10,,,95x10,,,,80x10,,,,,,,,,,,,,,,,,,
3,,245x6,,,,145x8,,,115x7,,,,90x10,,,,,,,,,,,,,,,,,,
4,,245x6,,,,155x6,,,115x7,,,,100x6,,,,,,,,,,,,,,,,,,
5,,225x7,,,,165x4,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,151.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x10,,,,,,95x10,,,,70x10,,,,,,,,,,,,,,,,,,
2,,225x8,65x10,,,,,,95x10,,,,80x10,,,,,,,,,,,,,,,,,,
3,,245x6,95x5,,,,,,115x10,,,,90x10,,,,,,,,,,,,,,,,,,
4,,275x4,95x5,,,,,,115x10,,,,100x6,,,,,,,,,,,,,,,,,,
5,,275x4,45x12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,225x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,151.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x8,,,,115x10,,,95x10,,,,80x10,,,,,,,,,,,,,,,,,,
2,,225x8,,,,135x10,,,115x10,,,,90x10,,,,,,,,,,,,,,,,,,
3,,245x6,,,,155x7,,,115x10,,,,100x6,,,,,,,,,,,,,,,,,,
4,,275x4,,,,155x7,,,115x10,,,,100x6,,,,,,,,,,,,,,,,,,
5,,275x5,,,,165x4,,,,,,,,,,,,,,,,,,,,,,,,,
6,,225x6,,,,135x7,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,151.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x8,,,,,,,,,15x12,60x15,80x10,,,,,,,,,,,,,,,,,,
2,,225x8,,,,,,,,,20x8,80x12,90x10,,,,,,,,,,,,,,,,,,
3,,245x6,,,,,,,,,,100x8,100x6,,,,,,,,,,,,,,,,,,
4,,275x6,,,,,,,,,,100x8,100x6,,,,,,,,,,,,,,,,,,
5,,225x3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,151.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x10,,,115x10,,,,,,,80x10,,,,,,,,,,,,,,,,,,
2,,185x6,65x10,,,135x10,,,,,,,90x10,,,,,,,,,,,,,,,,,,
3,,185x6,65x10,,,155x7,,,,,,,100x6,,,,,,,,,,,,,,,,,,
4,,225x6,95x5,,,155x7,,,,,,,110x3,,,,,,,,,,,,,,,,,,
5,,225x6,95x5,,,170x3,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,95x22,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,152.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x10,,,95x10,,,,,,,,,,,,,,,,x,,,,,,
2,,185x8,,,,135x10,,,115x10,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,155x7,,,115x7,,,,,,,,,,,,,,,,,,,,,,
4,,245x5,,,,155x7,,,95x14,,,,,,,,,,,,,,,,,,,,,,
5,,265x4,,,,165x5,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,95x25,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2023,152.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,80x10,,,,,7,,,,,85x10,,,,75x10,,,,,
2,,,,,,,,,,,,100x8,,,,,7,,,,,100x10,,,,95x10,,,,,
3,,,,,,,,,,,,110x7,,,,,7,,,,,100x10,,,,115x10,,,,,
4,,,,,,,,,,,,120x7,,,,,7,,,,,100x10,,,,135x8,,,,,
5,,,,,,,,,,,,110x7,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,80x16,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2023,152.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x8,,,,115x10,,,95x12,,15x12,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x10,,,95x12,,20x10,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,155x7,,,95x15,,20x10,,,,,,,,,,,,,,,,,,,,
4,,245x6,,,,155x7,,,,,,,,,,,,,,,,,,,,,,,,,
5,,275x3,,,,170x4,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,135x8,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2023,152.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x12,,,,115x12,,,95x10,,,,,,,,,,,,,,,,,,,,,,
2,,185x10,,,,135x10,,,95x10,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,155x7,,,115x8,,,,,,,,,,,,,,,,,,,,,,
4,,245x5,,,,155x7,,,115x8,,,,,,,,,,,,,,,,,,,,,,
5,,245x5,,,,138x8,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2023,152.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,45x10,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,65x10,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,85x7,,,155x7,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,85x7,,,165x5,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,175x2,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2023,152.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x10,,,,,,95x10,,20x10,,,,,,,,,,,,,,,,,,,,
2,,185x8,65x10,,,,,,115x10,,20x10,,,,,,,,,,,,,,,,,,,,
3,,225x6,85x8,,,,,,135x6,,,,,,,,,,,,,,,,,,,,,,
4,,245x5,95x6,,,,,,135x6,,,,,,,,,,,,,,,,,,,,,,
5,,265x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,153.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,135x10,,,,,,,,,,,8,,,,,,,,,,,,,,
2,,185x8,,,,155x7,,,,,,,,,,,8,,,,,,,,,,,,,,
3,,225x4,,,,165x6,,,,,,,,,,,8,,,,,,,,,,,,,,
4,,245x4,,,,175x4,,,,,,,,,,,,,,,,,,,,,,,,,
5,,275x4,,,,185x2,,,,,,,,,,,,,,,,,,,,,,,,,
6,,295x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2023,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,135x10,,,95x10,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,155x7,,,115x10,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,175x5,,,135x8,,,,,,,,,,,,,,,,,,,,,,
4,,275x5,,,,135x10,,,135x8,,,,,,,,,,,,,,,,,,,,,,
5,,275x5,,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2023,153.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,135x10,95x10,,95x10,,,,,,,,7,,,,,,,,,,80x10,,,,
2,,185x8,,,,135x14,95x10,,115x10,,,,,,,,7,,,,,,,,,,100x8,,,,
3,,225x6,,,,155x7,95x10,,135x8,,,,,,,,7,,,,,,,,,,120x6,,,,
4,,275x4,,,,155x9,95x10,,135x8,,,,,,,,,,,,,,,,,,100x10,,,,
5,,275x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2023,153.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,45x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,65x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,85x10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,95x7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,153.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,,,,,,,,,,,,,,,,,,,,,80x10,,,,
2,,185x8,,,,135x12,,,,,,,,,,,,,,,,,,,,,100x10,,,,
3,,225x6,,,,135x12,,,,,,,,,,,,,,,,,,,,,100x10,,,,
4,,275x5,,,,155x4,,,,,,,,,,,,,,,,,,,,,80x10,,,,
5,,275x5,,,,135x10,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2023,153.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,,,95x10,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,,,,135x12,,,115x10,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,,,,155x8,,,135x8,,,,,,,,,,,,,,,,,,,,,,
4,,275x6,,,,175x5,,,135x10,,,,,,,,,,,,,,,,,,,,,,
5,,275x6,,,,155x8,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2023,153.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,95x10,,,,,,35x10,,,,,,,,,,,,,,80x10,,,,
2,,,,,,,115x10,,,,,,45x7,,,,,,,,,,,,,,100x10,,,,
3,,,,,,,135x6,,,,,,45x7,,,,,,,,,,,,,,100x12,,,,
4,,,,,,,115x8,,,,,,45x7,,,,,,,,,,,,,,80x12,,,,
5,,,,,,,115x8,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,153.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,45x10,,,,95x10,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x8,65x10,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x6,85x10,,,,135x5,,,,,,,,,,,,,,,,,,,,,,,,
4,,275x6,95x7,,,,135x6,,,,,,,,,,,,,,,,,,,,,,,,
5,,275x6,,,,,115x10,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,110x10,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2023,153.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,,,,,,,,,,,,,,,,,,,,,,,,,
2,,185x10,,,,135x12,,,,,,,,,,,,,,,,,,,,,,,,,
3,,225x8,,,,155x8,,,,,,,,,,,,,,,,,,,,,,,,,
4,,275x6,,,,175x4,,,,,,,,,,,,,,,,,,,,,,,,,
5,,225x8,,,,135x12,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,135x12,,,,,,,,,,,,,,,,,,,,,,,,,
super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2023,153.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,,,,,,20x10,80x10,,,,,,,,,,,,,,,,80x10,,,
2,,225x8,,,,,,,,,20x10,100x8,,,,,,,,,,,,,,,,100x7,,,
3,,275x6,,,,,,,,,20x10,110x7,,,,,,,,,,,,,,,,100x7,,,
4,,275x5,,,,,,,,,,120x7,,,,,,,,,,,,,,,,100x7,,,
5,,275x3,,,,,,,,,,120x7,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dropset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2023,153.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,,,,,,,80x10,,,,,,,,,,,,,,,80x10,,,
2,,225x8,,,,135x12,,,,,,,90x4,,,,,,,,,,,,,,,100x7,,,
3,,275x6,,,,155x7,,,,,,,60x12,,,,,,,,,,,,,,,100x7,,,
4,,295x3,,,,175x4,,,,,,,,,,,,,,,,,,,,,,100x7,,,
5,,275x4,,,,185x3,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,135x12,,,,,,,,,,,,,,,,,,,,,,,,,
dropset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023,153.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,135x10,,,,115x12,,,,,,,,,,,,,,,,80x10,,,,,,,,,
